length,lon,lat,elevation
0,-89.92581563,46.6538905,323.088501
12.47251625,-89.92590831,46.65398277,322.3298035
24.9450325,-89.92600098,46.65407504,321.7988586
37.41754875,-89.92609366,46.65416731,321.8800049
49.89006499,-89.92618634,46.65425958,322.3663635
62.36258124,-89.92627902,46.65435185,323.0014038
74.83509749,-89.92637169,46.65444412,323.380127
87.30761374,-89.92646437,46.65453639,323.8110962
99.78012999,-89.92655705,46.65462866,323.946106
112.2526462,-89.92664973,46.65472093,323.8944092
124.7251625,-89.92674241,46.6548132,323.8411255
137.1976787,-89.92683508,46.65490547,323.7485657
149.670195,-89.92692776,46.65499774,323.9304504
162.1427112,-89.92702044,46.65509001,324.0313721
174.6152275,-89.92711312,46.65518228,324.1345825
187.0877437,-89.92720579,46.65527455,324.3278198
199.56026,-89.92729847,46.65536682,324.3960876
212.0327762,-89.92739115,46.65545909,324.4790955
224.5052925,-89.92748383,46.65555136,324.5094604
236.9778087,-89.9275765,46.65564363,324.5685425
249.450325,-89.92766918,46.6557359,324.9084778
261.9228412,-89.92776186,46.65582817,325.2599487
274.3953575,-89.92785454,46.65592044,325.6367798
286.8678737,-89.92794721,46.65601271,325.8685913
299.34039,-89.92803989,46.65610498,325.8131104
311.8129062,-89.92813257,46.65619725,325.662384
324.2854225,-89.92822525,46.65628952,325.3419189
336.7579387,-89.92831792,46.65638179,324.9263
349.230455,-89.9284106,46.65647406,324.0412292
361.7029712,-89.92850328,46.65656633,323.0107117
374.1754875,-89.92859596,46.6566586,322.0909729
386.6480037,-89.92868863,46.65675087,321.3851013
399.12052,-89.92878131,46.65684314,320.7914429
411.5930362,-89.92887399,46.65693541,320.2072754
424.0655524,-89.92896667,46.65702768,319.7400818
436.5380687,-89.92905934,46.65711995,319.395874
449.0105849,-89.92915202,46.65721222,319.1046143
461.4831012,-89.9292447,46.65730449,318.7443848
473.9556174,-89.92933738,46.65739676,318.4770508
486.4281337,-89.92943005,46.65748903,318.0430298
498.9006499,-89.92952273,46.6575813,317.6953125
511.3731662,-89.92961541,46.65767358,317.2797241
523.8456824,-89.92970809,46.65776585,316.7788391
536.3181987,-89.92980077,46.65785812,316.3500366
548.7907149,-89.92989344,46.65795039,315.8782959
561.2632312,-89.92998612,46.65804266,315.4353027
573.7357474,-89.9300788,46.65813493,315.0404358
586.2082637,-89.93017148,46.6582272,314.8594971
598.6807799,-89.93026415,46.65831947,314.7184753
611.1532962,-89.93035683,46.65841174,314.5713196
623.6258124,-89.93044951,46.65850401,314.3632202
636.0983287,-89.93054219,46.65859628,314.2693176
648.5708449,-89.93063486,46.65868855,314.2354431
661.0433612,-89.93072754,46.65878082,314.0227051
673.5158774,-89.93082022,46.65887309,313.6364441
685.9883937,-89.9309129,46.65896536,313.1111145
698.4609099,-89.93100557,46.65905763,312.3396301
710.9334262,-89.93109825,46.6591499,311.4338989
723.4059424,-89.93119093,46.65924217,310.8160095
735.8784587,-89.93128361,46.65933444,310.4069824
748.3509749,-89.93137628,46.65942671,309.5496521
760.8234912,-89.93146896,46.65951898,307.9889221
773.2960074,-89.93156164,46.65961125,305.7970581
785.7685237,-89.93165432,46.65970352,304.9730835
798.2410399,-89.93174699,46.65979579,304.5630493
810.7135561,-89.93183967,46.65988806,304.1927185
823.1860724,-89.93193235,46.65998033,301.8457031
835.6585886,-89.93202503,46.6600726,300.0404968
848.1311049,-89.9321177,46.66016487,299.83255
860.6036211,-89.93221038,46.66025714,299.6987915
873.0761374,-89.93230306,46.66034941,299.5368958
885.5486536,-89.93239574,46.66044168,299.1686401
898.0211699,-89.93248841,46.66053395,298.0074463
910.4936861,-89.93258109,46.66062622,296.3118286
922.9662024,-89.93267377,46.66071849,294.9612427
935.4387186,-89.93276645,46.66081076,294.3985901
947.9112349,-89.93285913,46.66090303,293.608551
960.3837511,-89.9329518,46.6609953,293.0174866
972.8562674,-89.93304448,46.66108757,292.4415283
985.3287836,-89.93313716,46.66117984,292.0243835
997.8012999,-89.93322984,46.66127211,291.8014526
1010.273816,-89.93332251,46.66136438,291.4866943
1022.746332,-89.93341519,46.66145665,291.0558472
1035.218849,-89.93350787,46.66154892,290.8092651
1047.691365,-89.93360055,46.66164119,290.6439514
1060.163881,-89.93369322,46.66173347,290.3919067
1072.636397,-89.9337859,46.66182574,290.2344055
1085.108914,-89.93387858,46.66191801,289.7952271
1097.58143,-89.93397126,46.66201028,288.9732666
1110.053946,-89.93406393,46.66210255,287.4399719
1122.526462,-89.93415661,46.66219482,285.4977417
1134.998979,-89.93424929,46.66228709,282.7792664
1147.471495,-89.93434197,46.66237936,280.1882629
1159.944011,-89.93443464,46.66247163,278.8468018
1172.416527,-89.93452732,46.6625639,277.9641724
1184.889044,-89.93462,46.66265617,277.7060852
1197.36156,-89.93471268,46.66274844,277.509491
1209.834076,-89.93480535,46.66284071,276.9976501
1222.306592,-89.93489803,46.66293298,275.8284302
1234.779109,-89.93499071,46.66302525,274.8464966
1247.251625,-89.93508339,46.66311752,274.1483765
1259.724141,-89.93517606,46.66320979,273.6201782
1272.196657,-89.93526874,46.66330206,273.2759094
1284.669174,-89.93536142,46.66339433,273.1262512
1297.14169,-89.9354541,46.6634866,272.9078369
1309.614206,-89.93554677,46.66357887,271.3354492
1322.086722,-89.93563945,46.66367114,270.1336365
1334.559239,-89.93573213,46.66376341,269.7464294
1347.031755,-89.93582481,46.66385568,269.8895874
1359.504271,-89.93591748,46.66394795,270.1496582
1371.976787,-89.93601016,46.66404022,270.8224792
1384.449304,-89.93610284,46.66413249,272.0761414
1396.92182,-89.93619552,46.66422476,274.3156433
1409.394336,-89.9362882,46.66431703,277.3596802
1421.866852,-89.93638087,46.6644093,280.6159973
1434.339369,-89.93647355,46.66450157,283.7780762
1446.811885,-89.93656623,46.66459384,285.7030029
1459.284401,-89.93665891,46.66468611,286.3771973
1471.756917,-89.93675158,46.66477838,286.4639587
1484.229434,-89.93684426,46.66487065,286.2477112
1496.70195,-89.93693694,46.66496292,285.0678711
1509.174466,-89.93702962,46.66505519,282.3467407
1521.646982,-89.93712229,46.66514746,279.7138672
1534.119499,-89.93721497,46.66523973,278.1696472
1546.592015,-89.93730765,46.665332,277.0116882
1559.064531,-89.93740033,46.66542427,276.4136963
1571.537047,-89.937493,46.66551654,276.2696228
1584.009564,-89.93758568,46.66560881,276.1850281
1596.48208,-89.93767836,46.66570109,276.0823059
1608.954596,-89.93777104,46.66579336,275.5514832
1621.427112,-89.93786371,46.66588563,275.0970764
1633.899629,-89.93795639,46.6659779,273.9293518
1646.372145,-89.93804907,46.66607017,272.2261963
1658.844661,-89.93814175,46.66616244,270.1523438
1671.317177,-89.93823442,46.66625471,267.9559631
1683.789694,-89.9383271,46.66634698,266.9286194
1696.26221,-89.93841978,46.66643925,265.804718
1708.734726,-89.93851246,46.66653152,264.2312012
1721.207242,-89.93860513,46.66662379,262.5540771
1733.679759,-89.93869781,46.66671606,259.8302917
1746.152275,-89.93879049,46.66680833,257.9383545
1758.624791,-89.93888317,46.6669006,254.960556
1771.097307,-89.93897584,46.66699287,253.9177399
1783.569824,-89.93906852,46.66708514,252.5575562
1796.04234,-89.9391612,46.66717741,252.8256226
1808.514856,-89.93925388,46.66726968,252.8050537
1820.987372,-89.93934656,46.66736195,252.8120575
1833.459889,-89.93943923,46.66745422,252.7944031
1845.932405,-89.93953191,46.66754649,252.6967468
1858.404921,-89.93962459,46.66763876,252.3839111
1870.877437,-89.93971727,46.66773103,252.0967255
1883.349954,-89.93980994,46.6678233,251.3362885
1895.82247,-89.93990262,46.66791557,250.4608307
1908.294986,-89.9399953,46.66800784,249.939743
1920.767502,-89.94008798,46.66810011,249.6139984
1933.240019,-89.94018065,46.66819238,249.2897186
1945.712535,-89.94027333,46.66828465,249.0723877
1958.185051,-89.94036601,46.66837692,248.8276978
1970.657567,-89.94045869,46.66846919,248.6204529
1983.130084,-89.94055136,46.66856146,248.4554596
1995.6026,-89.94064404,46.66865373,248.4584808
2008.075116,-89.94073672,46.668746,248.585022
2020.547632,-89.9408294,46.66883827,249.3938599
2033.020148,-89.94092207,46.66893054,251.030014
2045.492665,-89.94101475,46.66902281,253.5773163
2057.965181,-89.94110743,46.66911508,256.2554626
2070.437697,-89.94120011,46.66920735,259.4112854
2082.910213,-89.94129278,46.66929962,263.0383606
2095.38273,-89.94138546,46.66939189,266.5787964
2107.855246,-89.94147814,46.66948416,269.6081238
2120.327762,-89.94157082,46.66957643,270.8375244
2132.800278,-89.94166349,46.66966871,271.4325562
2145.272795,-89.94175617,46.66976098,270.706604
2157.745311,-89.94184885,46.66985325,269.2076111
2170.217827,-89.94194153,46.66994552,266.609436
2182.690343,-89.9420342,46.67003779,264.67276
2195.16286,-89.94212688,46.67013006,265.0840454
2207.635376,-89.94221956,46.67022233,267.7828674
2220.107892,-89.94231224,46.6703146,270.192627
2232.580408,-89.94240492,46.67040687,272.6558533
2245.052925,-89.94249759,46.67049914,275.3872986
2257.525441,-89.94259027,46.67059141,278.47995
2269.997957,-89.94268295,46.67068368,280.0021057
2282.470473,-89.94277563,46.67077595,280.5969238
2294.94299,-89.9428683,46.67086822,280.8873291
2307.415506,-89.94296098,46.67096049,281.1789246
2319.888022,-89.94305366,46.67105276,281.5970764
2332.360538,-89.94314634,46.67114503,282.0494385
2344.833055,-89.94323901,46.6712373,282.6293335
2357.305571,-89.94333169,46.67132957,283.4769287
2369.778087,-89.94342437,46.67142184,284.3809509
2382.250603,-89.94351705,46.67151411,285.381012
2394.72312,-89.94360972,46.67160638,286.2131042
2407.195636,-89.9437024,46.67169865,286.9926758
2419.668152,-89.94379508,46.67179092,287.7257996
2432.140668,-89.94388776,46.67188319,288.2131958
2444.613185,-89.94398043,46.67197546,288.4030151
2457.085701,-89.94407311,46.67206773,288.2037354
2469.558217,-89.94416579,46.67216,287.4735413
2482.030733,-89.94425847,46.67225227,286.7164307
2494.50325,-89.94435114,46.67234454,286.0596008
2506.975766,-89.94444382,46.67243681,285.4907532
2519.448282,-89.9445365,46.67252908,285.0412903
2531.920798,-89.94462918,46.67262135,284.5038452
2544.393315,-89.94472185,46.67271362,283.918335
2556.865831,-89.94481453,46.67280589,282.8362427
2569.338347,-89.94490721,46.67289816,281.09552
2581.810863,-89.94499989,46.67299043,278.194397
2594.28338,-89.94509256,46.6730827,275.6725769
2606.755896,-89.94518524,46.67317497,277.1187744
2619.228412,-89.94527792,46.67326724,278.4238281
2631.700928,-89.9453706,46.67335951,279.6280823
2644.173445,-89.94546328,46.67345178,280.4561157
2656.645961,-89.94555595,46.67354405,281.0030518
2669.118477,-89.94564863,46.67363633,281.3891296
2681.590993,-89.94574131,46.6737286,281.7962341
