length,lon,lat,elevation
0,-88.80437079,46.89955655,385.1685181
21.6682879,-88.80460836,46.89966365,385.6480713
43.33657581,-88.80484593,46.89977074,386.1587219
65.00486371,-88.80508349,46.89987783,387.2637024
86.67315161,-88.80532106,46.89998492,388.2966614
108.3414395,-88.80555863,46.90009202,388.926178
130.0097274,-88.8057962,46.90019911,389.0801392
151.6780153,-88.80603377,46.9003062,389.6618347
173.3463032,-88.80627133,46.90041329,389.9639893
195.0145911,-88.8065089,46.90052039,390.2814331
216.682879,-88.80674647,46.90062748,390.4581909
238.3511669,-88.80698404,46.90073457,390.442749
260.0194548,-88.80722161,46.90084166,390.3783569
281.6877427,-88.80745917,46.90094875,390.2593384
303.3560306,-88.80769674,46.90105585,389.6647644
325.0243186,-88.80793431,46.90116294,388.220459
346.6926065,-88.80817188,46.90127003,386.7010803
368.3608944,-88.80840945,46.90137712,385.6908569
390.0291823,-88.80864701,46.90148422,384.6114807
411.6974702,-88.80888458,46.90159131,384.7019043
433.3657581,-88.80912215,46.9016984,384.578186
455.034046,-88.80935972,46.90180549,381.8646545
476.7023339,-88.80959728,46.90191259,380.7579346
498.3706218,-88.80983485,46.90201968,379.9940186
520.0389097,-88.81007242,46.90212677,378.7351685
541.7071976,-88.81030999,46.90223386,377.0992126
563.3754855,-88.81054756,46.90234096,376.2719727
585.0437734,-88.81078512,46.90244805,375.2710266
606.7120613,-88.81102269,46.90255514,374.6083984
628.3803492,-88.81126026,46.90266223,374.1399841
650.0486371,-88.81149783,46.90276933,373.7972717
671.716925,-88.8117354,46.90287642,373.5752869
693.3852129,-88.81197296,46.90298351,373.3334961
715.0535008,-88.81221053,46.9030906,372.9093628
736.7217887,-88.8124481,46.9031977,371.9628296
758.3900766,-88.81268567,46.90330479,371.5857544
780.0583645,-88.81292323,46.90341188,371.7152405
801.7266524,-88.8131608,46.90351897,370.4682922
823.3949403,-88.81339837,46.90362607,369.8749084
845.0632282,-88.81363594,46.90373316,369.7456665
866.7315161,-88.81387351,46.90384025,369.4076538
888.399804,-88.81411107,46.90394734,369.01828
910.0680919,-88.81434864,46.90405444,368.8376465
931.7363798,-88.81458621,46.90416153,368.814209
953.4046678,-88.81482378,46.90426862,368.8084717
975.0729557,-88.81506135,46.90437571,368.8304138
996.7412436,-88.81529891,46.90448281,368.8101807
1018.409531,-88.81553648,46.9045899,368.802887
1040.077819,-88.81577405,46.90469699,369.0164795
1061.746107,-88.81601162,46.90480408,369.2652588
1083.414395,-88.81624919,46.90491118,369.5959473
1105.082683,-88.81648675,46.90501827,369.9666443
1126.750971,-88.81672432,46.90512536,370.0101624
1148.419259,-88.81696189,46.90523245,370.0065308
1170.087547,-88.81719946,46.90533955,369.926178
1191.755835,-88.81743702,46.90544664,369.72229
1213.424123,-88.81767459,46.90555373,369.5604553
1235.092411,-88.81791216,46.90566082,369.1069336
1256.760698,-88.81814973,46.90576792,368.7266541
1278.428986,-88.8183873,46.90587501,368.2530518
1300.097274,-88.81862486,46.9059821,367.8807068
1321.765562,-88.81886243,46.90608919,367.5259705
1343.43385,-88.8191,46.90619629,367.2913818
1365.102138,-88.81933757,46.90630338,366.4559021
1386.770426,-88.81957514,46.90641047,366.0584106
1408.438714,-88.8198127,46.90651756,365.4878845
1430.107002,-88.82005027,46.90662466,364.7685242
1451.77529,-88.82028784,46.90673175,364.4024048
1473.443577,-88.82052541,46.90683884,364.4249878
1495.111865,-88.82076298,46.90694593,365.1377869
1516.780153,-88.82100054,46.90705303,366.2398682
1538.448441,-88.82123811,46.90716012,367.8383789
1560.116729,-88.82147568,46.90726721,369.0311279
1581.785017,-88.82171325,46.9073743,370.4620667
1603.453305,-88.82195081,46.9074814,371.9543152
1625.121593,-88.82218838,46.90758849,373.352356
1646.789881,-88.82242595,46.90769558,375.3488159
1668.458169,-88.82266352,46.90780267,375.5170898
1690.126456,-88.82290109,46.90790977,375.2575073
1711.794744,-88.82313865,46.90801686,378.4864197
1733.463032,-88.82337622,46.90812395,383.6421509
1755.13132,-88.82361379,46.90823104,384.9608459
1776.799608,-88.82385136,46.90833814,382.5847778
1798.467896,-88.82408893,46.90844523,381.8823242
1820.136184,-88.82432649,46.90855232,381.6387024
1841.804472,-88.82456406,46.90865941,380.7414856
1863.47276,-88.82480163,46.90876651,379.7351379
1885.141048,-88.8250392,46.9088736,380.9548035
1906.809336,-88.82527677,46.90898069,384.092926
1928.477623,-88.82551433,46.90908778,388.5635986
1950.145911,-88.8257519,46.90919488,389.778656
1971.814199,-88.82598947,46.90930197,389.9221802
1993.482487,-88.82622704,46.90940906,388.6504211
2015.150775,-88.8264646,46.90951615,386.7670593
2036.819063,-88.82670217,46.90962325,385.038269
2058.487351,-88.82693974,46.90973034,384.4602661
2080.155639,-88.82717731,46.90983743,383.8244324
2101.823927,-88.82741488,46.90994452,383.2066956
2123.492215,-88.82765244,46.91005162,382.6742859
2145.160502,-88.82789001,46.91015871,382.0571594
2166.82879,-88.82812758,46.9102658,381.7313538
2188.497078,-88.82836515,46.91037289,381.4301147
2210.165366,-88.82860272,46.91047999,381.2201538
2231.833654,-88.82884028,46.91058708,380.9060364
2253.501942,-88.82907785,46.91069417,380.4350891
2275.17023,-88.82931542,46.91080126,380.0481262
2296.838518,-88.82955299,46.91090836,378.3277588
2318.506806,-88.82979056,46.91101545,376.874939
2340.175094,-88.83002812,46.91112254,374.6719055
2361.843381,-88.83026569,46.91122963,374.239624
2383.511669,-88.83050326,46.91133673,374.1522522
2405.179957,-88.83074083,46.91144382,371.8794556
2426.848245,-88.83097839,46.91155091,375.5332031
2448.516533,-88.83121596,46.911658,378.2119446
2470.184821,-88.83145353,46.91176509,379.276886
2491.853109,-88.8316911,46.91187219,379.9167175
2513.521397,-88.83192867,46.91197928,380.1183777
2535.189685,-88.83216623,46.91208637,381.3602295
2556.857973,-88.8324038,46.91219346,382.135498
2578.526261,-88.83264137,46.91230056,382.7984924
2600.194548,-88.83287894,46.91240765,383.434967
2621.862836,-88.83311651,46.91251474,383.6377258
