length,lon,lat,elevation
0,-88.19525802,48.66022726,135.7722931
68.24637681,-88.19442097,48.65996462,135.7724152
136.4927536,-88.19358392,48.65970198,144.7724152
204.7391304,-88.19274687,48.65943933,113.7724152
272.9855072,-88.19190983,48.65917669,90.77241516
341.2318841,-88.19107278,48.65891404,71.7723999
409.4782609,-88.19023573,48.6586514,56.7725029
477.7246377,-88.18939868,48.65838876,65.77250671
545.9710145,-88.18856163,48.65812611,79.77250671
614.2173913,-88.18772458,48.65786347,89.77250671
682.4637681,-88.18688753,48.65760082,84.77250671
750.7101449,-88.18605048,48.65733818,78.77259827
818.9565217,-88.18521343,48.65707553,77.77259827
887.2028986,-88.18437638,48.65681289,87.77259827
955.4492754,-88.18353933,48.65655025,98.77259827
1023.695652,-88.18270228,48.6562876,96.77259827
1091.942029,-88.18186523,48.65602496,50.77270126
1160.188406,-88.18102819,48.65576231,25.77270126
1228.434783,-88.18019114,48.65549967,24.77270126
1296.681159,-88.17935409,48.65523703,32.77270126
1364.927536,-88.17851704,48.65497438,36.77270126
1433.173913,-88.17767999,48.65471174,40.77279282
1501.42029,-88.17684294,48.65444909,41.77279282
1569.666667,-88.17600589,48.65418645,47.77279282
1637.913043,-88.17516884,48.6539238,52.77279282
1706.15942,-88.17433179,48.65366116,55.77289963
1774.405797,-88.17349474,48.65339852,64.77290344
1842.652174,-88.17265769,48.65313587,73.77290344
1910.898551,-88.17182064,48.65287323,92.77290344
1979.144928,-88.1709836,48.65261058,106.7729034
2047.391304,-88.17014655,48.65234794,114.772995
2115.637681,-88.1693095,48.6520853,116.772995
2183.884058,-88.16847245,48.65182265,110.772995
2252.130435,-88.1676354,48.65156001,111.772995
2320.376812,-88.16679835,48.65129736,113.772995
2388.623188,-88.1659613,48.65103472,108.7731171
2456.869565,-88.16512425,48.65077208,110.7731171
2525.115942,-88.1642872,48.65050943,112.7731171
2593.362319,-88.16345015,48.65024679,85.77311707
2661.608696,-88.1626131,48.64998414,73.77311707
2729.855072,-88.16177605,48.6497215,59.7732048
2798.101449,-88.16093901,48.64945885,40.7732048
2866.347826,-88.16010196,48.64919621,32.7732048
2934.594203,-88.15926491,48.64893357,24.7732048
3002.84058,-88.15842786,48.64867092,17.7732048
3071.086957,-88.15759081,48.64840828,16.77329636
3139.333333,-88.15675376,48.64814563,20.77329636
3207.57971,-88.15591671,48.64788299,35.77329636
3275.826087,-88.15507966,48.64762035,18.57329941
3344.072464,-88.15424261,48.6473577,17.77329636
3412.318841,-88.15340556,48.64709506,16.97340012
3480.565217,-88.15256851,48.64683241,2.773403883
3548.811594,-88.15173146,48.64656977,0.773404002
3617.057971,-88.15089441,48.64630712,-0.226595998
3685.304348,-88.15005737,48.64604448,32.77340317
3753.550725,-88.14922032,48.64578184,41.77349472
3821.797101,-88.14838327,48.64551919,45.77349472
3890.043478,-88.14754622,48.64525655,44.77349472
3958.289855,-88.14670917,48.6449939,47.77349472
4026.536232,-88.14587212,48.64473126,42.77349472
4094.782609,-88.14503507,48.64446862,26.77360153
4163.028986,-88.14419802,48.64420597,21.57360458
4231.275362,-88.14336097,48.64394333,15.67359638
4299.521739,-88.14252392,48.64368068,3.673595905
4367.768116,-88.14168687,48.64341804,-1.626392007
4436.014493,-88.14084982,48.64315539,-6.326312065
4504.26087,-88.14001278,48.64289275,-13.12629986
4572.507246,-88.13917573,48.64263011,-15.62629986
4640.753623,-88.13833868,48.64236746,-17.52630997
4709,-88.13750163,48.64210482,-18.72630692
4777.246377,-88.13666458,48.64184217,-19.7262001
4845.492754,-88.13582753,48.64157953,-19.92619705
4913.73913,-88.13499048,48.64131689,-20.02620316
4981.985507,-88.13415343,48.64105424,-20.02620316
5050.231884,-88.13331638,48.6407916,-20.126194
5118.478261,-88.13247933,48.64052895,-20.22609329
5186.724638,-88.13164228,48.64026631,-20.42609024
5254.971014,-88.13080523,48.64000367,-20.42609024
5323.217391,-88.12996819,48.63974102,-20.42609024
5391.463768,-88.12913114,48.63947838,-20.22600174
5459.710145,-88.12829409,48.63921573,-19.62599564
5527.956522,-88.12745704,48.63895309,-18.72600174
5596.202899,-88.12661999,48.63869044,-17.72600174
5664.449275,-88.12578294,48.6384278,-16.02600479
5732.695652,-88.12494589,48.63816516,-13.72589397
5800.942029,-88.12410884,48.63790251,-11.22589397
5869.188406,-88.12327179,48.63763987,-6.825900078
5937.434783,-88.12243474,48.63737722,-0.725893974
6005.681159,-88.12159769,48.63711458,7.374112129
6073.927536,-88.12076064,48.63685194,14.27419758
6142.173913,-88.11992359,48.63658929,24.67419052
6210.42029,-88.11908655,48.63632665,35.57419968
6278.666667,-88.1182495,48.636064,38.07419968
6346.913043,-88.11741245,48.63580136,46.07419968
6415.15942,-88.1165754,48.63553871,52.07430649
6483.405797,-88.11573835,48.63527607,43.57430649
6551.652174,-88.1149013,48.63501343,44.27430344
6619.898551,-88.11406425,48.63475078,42.77430344
6688.144928,-88.1132272,48.63448814,28.27430344
6756.391304,-88.11239015,48.63422549,24.47439194
6824.637681,-88.1115531,48.63396285,19.77439499
6892.884058,-88.11071605,48.63370021,7.274395943
6961.130435,-88.109879,48.63343756,3.074398994
7029.376812,-88.10904196,48.63317492,-1.125597954
7097.623188,-88.10820491,48.63291227,-9.325503349
7165.869565,-88.10736786,48.63264963,-12.12549114
7234.115942,-88.10653081,48.63238698,-14.5255003
7302.362319,-88.10569376,48.63212434,-16.52550125
7370.608696,-88.10485671,48.6318617,-19.2254982
7438.855072,-88.10401966,48.63159905,-20.0254097
7507.101449,-88.10318261,48.63133641,-20.4254036
7575.347826,-88.10234556,48.63107376,-20.5254097
7643.594203,-88.10150851,48.63081112,-20.5254097
7711.84058,-88.10067146,48.63054848,-20.4254036
